Year,data.Geography,data.Violations,GeoCode,Value
2019,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,4.86
2019,data.Yukon,"data.Sexual assault, level 1 [1330]",60,301.07
2019,data.Yukon,data.Total sexual violations against children [130],60,67.98
2019,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,29.14
2019,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,524.44
2019,data.Yukon,"data.Assault, level 1 [1430]",60,2512.93
2019,data.Yukon,data.Total robbery [160],60,53.41
2019,data.Yukon,data.Uttering threats [1627],60,968.75
2019,data.Yukon,data.Total other violent violations [180],60,38.85
2019,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,11205.62
2019,data.Northwest Territories,data.Homicide [110],61,4.5
2019,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2019,data.Northwest Territories,data.Attempted murder [1210],61,2.25
2019,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,4.5
2019,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,2.25
2019,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,582.78
2019,data.Northwest Territories,data.Total sexual violations against children [130],61,144.01
2019,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,96.76
2019,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,1140.81
2019,data.Northwest Territories,"data.Assault, level 1 [1430]",61,6282.35
2019,data.Northwest Territories,data.Total robbery [160],61,81.0
2019,data.Northwest Territories,data.Uttering threats [1627],61,1770.85
2019,data.Northwest Territories,data.Total other violent violations [180],61,103.51
2019,data.Nunavut,data.Total violent Criminal Code violations [100],62,11071.35
2019,data.Nunavut,data.Homicide [110],62,18.02
2019,data.Nunavut,data.Total other violations causing death [120],62,0.0
2019,data.Nunavut,data.Attempted murder [1210],62,15.45
2019,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,5.15
2019,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,0.0
2019,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,550.99
2019,data.Nunavut,data.Total sexual violations against children [130],62,265.2
2019,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,213.7
2019,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,1403.23
2019,data.Nunavut,"data.Assault, level 1 [1430]",62,5733.93
2019,data.Nunavut,data.Total robbery [160],62,38.62
2019,data.Nunavut,data.Uttering threats [1627],62,1665.85
2019,data.Nunavut,data.Total other violent violations [180],62,87.54
2020,data.Canada,data.Homicide [110],,2.0
2020,data.Canada,data.Total other violations causing death [120],,0.31
2020,data.Canada,data.Attempted murder [1210],,2.24
2020,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.37
2020,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.64
2020,data.Canada,"data.Sexual assault, level 1 [1330]",,74.01
2020,data.Canada,data.Total sexual violations against children [130],,28.26
2020,data.Canada,"data.Assault, level 3, aggravated [1410]",,10.2
2020,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,172.24
2020,data.Canada,"data.Assault, level 1 [1430]",,470.57
2020,data.Canada,data.Total robbery [160],,50.88
2020,data.Canada,data.Uttering threats [1627],,223.04
2020,data.Canada,data.Total other violent violations [180],,19.64
2020,data.Newfoundland and Labrador,data.Total violent Criminal Code violations [100],10,1659.19
2020,data.Newfoundland and Labrador,data.Homicide [110],10,0.76
2020,data.Newfoundland and Labrador,data.Total other violations causing death [120],10,0.38
2020,data.Newfoundland and Labrador,data.Attempted murder [1210],10,0.19
2020,data.Newfoundland and Labrador,"data.Sexual assault, level 3, aggravated [1310]",10,0.0
2020,data.Newfoundland and Labrador,"data.Sexual assault, level 2, weapon or bodily harm [1320]",10,0.57
2020,data.Newfoundland and Labrador,"data.Sexual assault, level 1 [1330]",10,78.58
2020,data.Newfoundland and Labrador,data.Total sexual violations against children [130],10,29.99
2020,data.Newfoundland and Labrador,"data.Assault, level 3, aggravated [1410]",10,7.59
2020,data.Newfoundland and Labrador,"data.Assault, level 2, weapon or bodily harm [1420]",10,153.92
2020,data.Newfoundland and Labrador,"data.Assault, level 1 [1430]",10,676.43
2020,data.Newfoundland and Labrador,data.Total robbery [160],10,24.1
2020,data.Newfoundland and Labrador,data.Uttering threats [1627],10,424.76
2020,data.Newfoundland and Labrador,data.Total other violent violations [180],10,18.41
2020,data.Prince Edward Island,data.Total violent Criminal Code violations [100],11,1274.55
2020,data.Prince Edward Island,data.Homicide [110],11,0.63
2020,data.Prince Edward Island,data.Total other violations causing death [120],11,0.0
2020,data.Prince Edward Island,data.Attempted murder [1210],11,0.0
2020,data.Prince Edward Island,"data.Sexual assault, level 3, aggravated [1310]",11,0.63
2020,data.Prince Edward Island,"data.Sexual assault, level 2, weapon or bodily harm [1320]",11,0.63
2020,data.Prince Edward Island,"data.Sexual assault, level 1 [1330]",11,74.75
2020,data.Prince Edward Island,data.Total sexual violations against children [130],11,27.64
2020,data.Prince Edward Island,"data.Assault, level 3, aggravated [1410]",11,3.14
2020,data.Prince Edward Island,"data.Assault, level 2, weapon or bodily harm [1420]",11,70.35
2020,data.Prince Edward Island,"data.Assault, level 1 [1430]",11,408.94
2020,data.Prince Edward Island,data.Total robbery [160],11,5.03
2020,data.Prince Edward Island,data.Uttering threats [1627],11,309.69
2020,data.Prince Edward Island,data.Total other violent violations [180],11,24.5
2020,data.Nova Scotia,data.Total violent Criminal Code violations [100],12,1501.06
2020,data.Nova Scotia,data.Homicide [110],12,3.74
2020,data.Nova Scotia,data.Total other violations causing death [120],12,0.2
2020,data.Nova Scotia,data.Attempted murder [1210],12,4.85
2020,data.Nova Scotia,"data.Sexual assault, level 3, aggravated [1310]",12,0.91
2020,data.Nova Scotia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",12,1.31
2020,data.Nova Scotia,"data.Sexual assault, level 1 [1330]",12,85.83
2020,data.Nova Scotia,data.Total sexual violations against children [130],12,32.96
2020,data.Nova Scotia,"data.Assault, level 3, aggravated [1410]",12,7.08
2020,data.Nova Scotia,"data.Assault, level 2, weapon or bodily harm [1420]",12,144.06
2020,data.Nova Scotia,"data.Assault, level 1 [1430]",12,518.62
2020,data.Nova Scotia,data.Total robbery [160],12,26.89
2020,data.Nova Scotia,data.Uttering threats [1627],12,360.61
2020,data.Nova Scotia,data.Total other violent violations [180],12,31.84
2020,data.New Brunswick,data.Total violent Criminal Code violations [100],13,1634.09
2020,data.New Brunswick,data.Homicide [110],13,1.79
2020,data.New Brunswick,data.Total other violations causing death [120],13,0.51
2020,data.New Brunswick,data.Attempted murder [1210],13,1.15
2020,data.New Brunswick,"data.Sexual assault, level 3, aggravated [1310]",13,0.38
2020,data.New Brunswick,"data.Sexual assault, level 2, weapon or bodily harm [1320]",13,1.02
2020,data.New Brunswick,"data.Sexual assault, level 1 [1330]",13,76.46
2020,data.New Brunswick,data.Total sexual violations against children [130],13,27.7
2020,data.New Brunswick,"data.Assault, level 3, aggravated [1410]",13,9.19
2020,data.New Brunswick,"data.Assault, level 2, weapon or bodily harm [1420]",13,151.77
2020,data.New Brunswick,"data.Assault, level 1 [1430]",13,640.39
2020,data.New Brunswick,data.Total robbery [160],13,18.64
2020,data.New Brunswick,data.Uttering threats [1627],13,369.78
2020,data.New Brunswick,data.Total other violent violations [180],13,21.95
2020,data.Quebec,data.Total violent Criminal Code violations [100],24,1120.69
2020,data.Quebec,data.Homicide [110],24,1.02
2020,data.Quebec,data.Total other violations causing death [120],24,0.54
2020,data.Quebec,data.Attempted murder [1210],24,2.63
2020,data.Quebec,"data.Sexual assault, level 3, aggravated [1310]",24,0.41
2020,data.Quebec,"data.Sexual assault, level 2, weapon or bodily harm [1320]",24,1.4
2020,data.Quebec,"data.Sexual assault, level 1 [1330]",24,69.16
2020,data.Quebec,data.Total sexual violations against children [130],24,35.77
2020,data.Quebec,"data.Assault, level 3, aggravated [1410]",24,3.06
2020,data.Quebec,"data.Assault, level 2, weapon or bodily harm [1420]",24,138.49
2020,data.Quebec,"data.Assault, level 1 [1430]",24,413.78
2020,data.Quebec,data.Total robbery [160],24,32.51
2020,data.Quebec,data.Uttering threats [1627],24,217.39
2020,data.Quebec,data.Total other violent violations [180],24,29.61
2020,data.Ontario,data.Total violent Criminal Code violations [100],35,898.54
2020,data.Ontario,data.Homicide [110],35,1.63
2020,data.Ontario,data.Total other violations causing death [120],35,0.18
2020,data.Ontario,data.Attempted murder [1210],35,2.23
2020,data.Ontario,"data.Sexual assault, level 3, aggravated [1310]",35,0.2
2020,data.Ontario,"data.Sexual assault, level 2, weapon or bodily harm [1320]",35,1.69
2020,data.Ontario,"data.Sexual assault, level 1 [1330]",35,63.02
2020,data.Ontario,data.Total sexual violations against children [130],35,16.75
2020,data.Ontario,"data.Assault, level 3, aggravated [1410]",35,7.07
2020,data.Ontario,"data.Assault, level 2, weapon or bodily harm [1420]",35,117.38
2020,data.Ontario,"data.Assault, level 1 [1430]",35,328.99
2020,data.Ontario,data.Total robbery [160],35,48.1
2020,data.Ontario,data.Uttering threats [1627],35,139.92
2020,data.Ontario,data.Total other violent violations [180],35,13.7
2020,data.Manitoba,data.Total violent Criminal Code violations [100],46,2113.13
2020,data.Manitoba,data.Homicide [110],46,4.49
2020,data.Manitoba,data.Total other violations causing death [120],46,0.29
2020,data.Manitoba,data.Attempted murder [1210],46,1.45
2020,data.Manitoba,"data.Sexual assault, level 3, aggravated [1310]",46,0.36
2020,data.Manitoba,"data.Sexual assault, level 2, weapon or bodily harm [1320]",46,3.04
2020,data.Manitoba,"data.Sexual assault, level 1 [1330]",46,114.19
2020,data.Manitoba,data.Total sexual violations against children [130],46,53.55
2020,data.Manitoba,"data.Assault, level 3, aggravated [1410]",46,35.43
2020,data.Manitoba,"data.Assault, level 2, weapon or bodily harm [1420]",46,419.6
2020,data.Manitoba,"data.Assault, level 1 [1430]",46,860.42
2020,data.Manitoba,data.Total robbery [160],46,162.74
2020,data.Manitoba,data.Uttering threats [1627],46,267.87
2020,data.Manitoba,data.Total other violent violations [180],46,18.98
2020,data.Saskatchewan,data.Total violent Criminal Code violations [100],47,2400.41
2020,data.Saskatchewan,data.Homicide [110],47,5.48
2020,data.Saskatchewan,data.Total other violations causing death [120],47,0.26
2020,data.Saskatchewan,data.Attempted murder [1210],47,4.11
2020,data.Saskatchewan,"data.Sexual assault, level 3, aggravated [1310]",47,0.94
2020,data.Saskatchewan,"data.Sexual assault, level 2, weapon or bodily harm [1320]",47,1.88
2020,data.Saskatchewan,"data.Sexual assault, level 1 [1330]",47,112.82
2020,data.Saskatchewan,data.Total sexual violations against children [130],47,50.88
2020,data.Saskatchewan,"data.Assault, level 3, aggravated [1410]",47,41.89
2020,data.Saskatchewan,"data.Assault, level 2, weapon or bodily harm [1420]",47,431.91
2020,data.Saskatchewan,"data.Assault, level 1 [1430]",47,955.98
2020,data.Saskatchewan,data.Total robbery [160],47,81.21
2020,data.Saskatchewan,data.Uttering threats [1627],47,350.78
2020,data.Saskatchewan,data.Total other violent violations [180],47,27.67
2020,data.Alberta,data.Total violent Criminal Code violations [100],48,1455.13
2020,data.Alberta,data.Homicide [110],48,3.2
2020,data.Alberta,data.Total other violations causing death [120],48,0.25
2020,data.Alberta,data.Attempted murder [1210],48,1.41
2020,data.Alberta,"data.Sexual assault, level 3, aggravated [1310]",48,0.57
2020,data.Alberta,"data.Sexual assault, level 2, weapon or bodily harm [1320]",48,2.34
2020,data.Alberta,"data.Sexual assault, level 1 [1330]",48,79.77
2020,data.Alberta,data.Total sexual violations against children [130],48,33.01
2020,data.Alberta,"data.Assault, level 3, aggravated [1410]",48,20.85
2020,data.Alberta,"data.Assault, level 2, weapon or bodily harm [1420]",48,237.46
2020,data.Alberta,"data.Assault, level 1 [1430]",48,528.17
2020,data.Alberta,data.Total robbery [160],48,66.93
2020,data.Alberta,data.Uttering threats [1627],48,219.06
2020,data.Alberta,data.Total other violent violations [180],48,18.54
2020,data.British Columbia,data.Total violent Criminal Code violations [100],59,1551.32
2020,data.British Columbia,data.Homicide [110],59,1.93
2020,data.British Columbia,data.Total other violations causing death [120],59,0.41
2020,data.British Columbia,data.Attempted murder [1210],59,1.91
2020,data.British Columbia,"data.Sexual assault, level 3, aggravated [1310]",59,0.35
2020,data.British Columbia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",59,0.97
2020,data.British Columbia,"data.Sexual assault, level 1 [1330]",59,73.84
2020,data.British Columbia,data.Total sexual violations against children [130],59,27.57
2020,data.British Columbia,"data.Assault, level 3, aggravated [1410]",59,6.61
2020,data.British Columbia,"data.Assault, level 2, weapon or bodily harm [1420]",59,194.63
2020,data.British Columbia,"data.Assault, level 1 [1430]",59,541.62
2020,data.British Columbia,data.Total robbery [160],59,52.3
2020,data.British Columbia,data.Uttering threats [1627],59,324.68
2020,data.British Columbia,data.Total other violent violations [180],59,14.99
2020,data.Yukon,data.Total violent Criminal Code violations [100],60,5136.09
2020,data.Yukon,data.Homicide [110],60,0.0
2020,data.Yukon,data.Total other violations causing death [120],60,0.0
2020,data.Yukon,data.Attempted murder [1210],60,7.15
2020,data.Yukon,"data.Sexual assault, level 3, aggravated [1310]",60,7.15
2020,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,2.38
2020,data.Yukon,"data.Sexual assault, level 1 [1330]",60,278.85
2020,data.Yukon,data.Total sexual violations against children [130],60,71.5
2020,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,69.12
2020,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,455.22
2020,data.Yukon,"data.Assault, level 1 [1430]",60,2461.99
2020,data.Yukon,data.Total robbery [160],60,54.82
2020,data.Yukon,data.Uttering threats [1627],60,903.28
2020,data.Yukon,data.Total other violent violations [180],60,69.12
2020,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,11792.2
2020,data.Northwest Territories,data.Homicide [110],61,13.48
2020,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2020,data.Northwest Territories,data.Attempted murder [1210],61,2.25
2020,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,0.0
2020,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,6.74
2020,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,550.51
2020,data.Northwest Territories,data.Total sexual violations against children [130],61,123.58
2020,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,89.88
2020,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,1292.02
2020,data.Northwest Territories,"data.Assault, level 1 [1430]",61,6307.3
2020,data.Northwest Territories,data.Total robbery [160],61,76.4
2020,data.Northwest Territories,data.Uttering threats [1627],61,1999.82
2020,data.Northwest Territories,data.Total other violent violations [180],61,83.14
2020,data.Nunavut,data.Total violent Criminal Code violations [100],62,12191.29
2020,data.Nunavut,data.Homicide [110],62,7.6
2020,data.Nunavut,data.Total other violations causing death [120],62,0.0
2020,data.Nunavut,data.Attempted murder [1210],62,15.2
2020,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,2.53
2020,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,15.2
2020,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,633.25
2020,data.Nunavut,data.Total sexual violations against children [130],62,400.21
2020,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,192.51
2020,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,1636.31
2020,data.Nunavut,"data.Assault, level 1 [1430]",62,5985.46
2020,data.Nunavut,data.Total robbery [160],62,30.4
2020,data.Nunavut,data.Uttering threats [1627],62,2036.53
2020,data.Nunavut,data.Total other violent violations [180],62,83.59
2021,data.Canada,data.Homicide [110],,2.08
2021,data.Canada,data.Total other violations causing death [120],,0.28
2021,data.Canada,data.Attempted murder [1210],,1.96
2021,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.33
2021,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.61
2021,data.Canada,"data.Sexual assault, level 1 [1330]",,87.97
2021,data.Canada,data.Total sexual violations against children [130],,33.57
2021,data.Canada,"data.Assault, level 3, aggravated [1410]",,10.36
2021,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,186.39
2021,data.Canada,"data.Assault, level 1 [1430]",,484.31
2021,data.Canada,data.Total robbery [160],,48.69
2021,data.Canada,data.Uttering threats [1627],,229.6
2021,data.Canada,data.Total other violent violations [180],,20.39
2021,data.Newfoundland and Labrador,data.Total violent Criminal Code violations [100],10,1805.31
2021,data.Newfoundland and Labrador,data.Homicide [110],10,1.52
2021,data.Newfoundland and Labrador,data.Total other violations causing death [120],10,0.57
2021,data.Newfoundland and Labrador,data.Attempted murder [1210],10,0.19
2021,data.Newfoundland and Labrador,"data.Sexual assault, level 3, aggravated [1310]",10,0.57
2021,data.Newfoundland and Labrador,"data.Sexual assault, level 2, weapon or bodily harm [1320]",10,1.14
2021,data.Newfoundland and Labrador,"data.Sexual assault, level 1 [1330]",10,97.9
2021,data.Newfoundland and Labrador,data.Total sexual violations against children [130],10,46.67
2021,data.Newfoundland and Labrador,"data.Assault, level 3, aggravated [1410]",10,8.92
2021,data.Newfoundland and Labrador,"data.Assault, level 2, weapon or bodily harm [1420]",10,160.89
2021,data.Newfoundland and Labrador,"data.Assault, level 1 [1430]",10,724.4
2021,data.Newfoundland and Labrador,data.Total robbery [160],10,32.25
2021,data.Newfoundland and Labrador,data.Uttering threats [1627],10,428.04
2021,data.Newfoundland and Labrador,data.Total other violent violations [180],10,20.3
2021,data.Prince Edward Island,data.Total violent Criminal Code violations [100],11,1263.16
2021,data.Prince Edward Island,data.Homicide [110],11,0.62
2021,data.Prince Edward Island,data.Total other violations causing death [120],11,0.62
2021,data.Prince Edward Island,data.Attempted murder [1210],11,0.62
2021,data.Prince Edward Island,"data.Sexual assault, level 3, aggravated [1310]",11,0.0
2021,data.Prince Edward Island,"data.Sexual assault, level 2, weapon or bodily harm [1320]",11,0.62
2021,data.Prince Edward Island,"data.Sexual assault, level 1 [1330]",11,92.52
2021,data.Prince Edward Island,data.Total sexual violations against children [130],11,33.92
2021,data.Prince Edward Island,"data.Assault, level 3, aggravated [1410]",11,3.7
2021,data.Prince Edward Island,"data.Assault, level 2, weapon or bodily harm [1420]",11,78.33
2021,data.Prince Edward Island,"data.Assault, level 1 [1430]",11,411.39
2021,data.Prince Edward Island,data.Total robbery [160],11,10.49
2021,data.Prince Edward Island,data.Uttering threats [1627],11,240.54
2021,data.Prince Edward Island,data.Total other violent violations [180],11,22.82
2021,data.Nova Scotia,data.Total violent Criminal Code violations [100],12,1504.24
2021,data.Nova Scotia,data.Homicide [110],12,2.3
2021,data.Nova Scotia,data.Total other violations causing death [120],12,0.0
2021,data.Nova Scotia,data.Attempted murder [1210],12,4.8
2021,data.Nova Scotia,"data.Sexual assault, level 3, aggravated [1310]",12,0.4
2021,data.Nova Scotia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",12,1.9
2021,data.Nova Scotia,"data.Sexual assault, level 1 [1330]",12,90.51
2021,data.Nova Scotia,data.Total sexual violations against children [130],12,38.1
2021,data.Nova Scotia,"data.Assault, level 3, aggravated [1410]",12,7.7
2021,data.Nova Scotia,"data.Assault, level 2, weapon or bodily harm [1420]",12,155.61
2021,data.Nova Scotia,"data.Assault, level 1 [1430]",12,500.95
2021,data.Nova Scotia,data.Total robbery [160],12,29.5
2021,data.Nova Scotia,data.Uttering threats [1627],12,333.13
2021,data.Nova Scotia,data.Total other violent violations [180],12,28.6
2021,data.New Brunswick,data.Total violent Criminal Code violations [100],13,1740.89
2021,data.New Brunswick,data.Homicide [110],13,1.39
2021,data.New Brunswick,data.Total other violations causing death [120],13,0.25
2021,data.New Brunswick,data.Attempted murder [1210],13,1.9
2021,data.New Brunswick,"data.Sexual assault, level 3, aggravated [1310]",13,0.13
2021,data.New Brunswick,"data.Sexual assault, level 2, weapon or bodily harm [1320]",13,1.64
2021,data.New Brunswick,"data.Sexual assault, level 1 [1330]",13,93.07
2021,data.New Brunswick,data.Total sexual violations against children [130],13,35.03
2021,data.New Brunswick,"data.Assault, level 3, aggravated [1410]",13,7.84
2021,data.New Brunswick,"data.Assault, level 2, weapon or bodily harm [1420]",13,166.67
2021,data.New Brunswick,"data.Assault, level 1 [1430]",13,643.52
2021,data.New Brunswick,data.Total robbery [160],13,15.43
2021,data.New Brunswick,data.Uttering threats [1627],13,391.25
2021,data.New Brunswick,data.Total other violent violations [180],13,22.64
2021,data.Quebec,data.Total violent Criminal Code violations [100],24,1230.54
2021,data.Quebec,data.Homicide [110],24,1.05
2021,data.Quebec,data.Total other violations causing death [120],24,0.45
2021,data.Quebec,data.Attempted murder [1210],24,2.33
2021,data.Quebec,"data.Sexual assault, level 3, aggravated [1310]",24,0.36
2021,data.Quebec,"data.Sexual assault, level 2, weapon or bodily harm [1320]",24,1.18
2021,data.Quebec,"data.Sexual assault, level 1 [1330]",24,88.49
2021,data.Quebec,data.Total sexual violations against children [130],24,44.39
2021,data.Quebec,"data.Assault, level 3, aggravated [1410]",24,3.95
2021,data.Quebec,"data.Assault, level 2, weapon or bodily harm [1420]",24,153.42
2021,data.Quebec,"data.Assault, level 1 [1430]",24,448.72
2021,data.Quebec,data.Total robbery [160],24,31.5
2021,data.Quebec,data.Uttering threats [1627],24,228.67
2021,data.Quebec,data.Total other violent violations [180],24,32.45
2021,data.Ontario,data.Total violent Criminal Code violations [100],35,952.12
2021,data.Ontario,data.Homicide [110],35,1.89
2021,data.Ontario,data.Total other violations causing death [120],35,0.2
2021,data.Ontario,data.Attempted murder [1210],35,2.03
2021,data.Ontario,"data.Sexual assault, level 3, aggravated [1310]",35,0.24
2021,data.Ontario,"data.Sexual assault, level 2, weapon or bodily harm [1320]",35,1.64
2021,data.Ontario,"data.Sexual assault, level 1 [1330]",35,74.27
2021,data.Ontario,data.Total sexual violations against children [130],35,18.97
2021,data.Ontario,"data.Assault, level 3, aggravated [1410]",35,7.13
2021,data.Ontario,"data.Assault, level 2, weapon or bodily harm [1420]",35,128.22
2021,data.Ontario,"data.Assault, level 1 [1430]",35,341.65
2021,data.Ontario,data.Total robbery [160],35,43.4
2021,data.Ontario,data.Uttering threats [1627],35,150.29
2021,data.Ontario,data.Total other violent violations [180],35,13.11
2021,data.Manitoba,data.Total violent Criminal Code violations [100],46,2278.5
2021,data.Manitoba,data.Homicide [110],46,4.45
2021,data.Manitoba,data.Total other violations causing death [120],46,0.43
2021,data.Manitoba,data.Attempted murder [1210],46,0.79
2021,data.Manitoba,"data.Sexual assault, level 3, aggravated [1310]",46,0.65
2021,data.Manitoba,"data.Sexual assault, level 2, weapon or bodily harm [1320]",46,3.02
2021,data.Manitoba,"data.Sexual assault, level 1 [1330]",46,124.0
2021,data.Manitoba,data.Total sexual violations against children [130],46,56.47
2021,data.Manitoba,"data.Assault, level 3, aggravated [1410]",46,36.78
2021,data.Manitoba,"data.Assault, level 2, weapon or bodily harm [1420]",46,487.74
2021,data.Manitoba,"data.Assault, level 1 [1430]",46,891.64
2021,data.Manitoba,data.Total robbery [160],46,162.94
2021,data.Manitoba,data.Uttering threats [1627],46,307.63
2021,data.Manitoba,data.Total other violent violations [180],46,20.91
2021,data.Saskatchewan,data.Total violent Criminal Code violations [100],47,2447.01
2021,data.Saskatchewan,data.Homicide [110],47,5.99
2021,data.Saskatchewan,data.Total other violations causing death [120],47,0.26
2021,data.Saskatchewan,data.Attempted murder [1210],47,3.94
2021,data.Saskatchewan,"data.Sexual assault, level 3, aggravated [1310]",47,1.03
2021,data.Saskatchewan,"data.Sexual assault, level 2, weapon or bodily harm [1320]",47,1.8
2021,data.Saskatchewan,"data.Sexual assault, level 1 [1330]",47,124.09
2021,data.Saskatchewan,data.Total sexual violations against children [130],47,59.52
2021,data.Saskatchewan,"data.Assault, level 3, aggravated [1410]",47,44.53
2021,data.Saskatchewan,"data.Assault, level 2, weapon or bodily harm [1420]",47,447.8
2021,data.Saskatchewan,"data.Assault, level 1 [1430]",47,942.27
2021,data.Saskatchewan,data.Total robbery [160],47,78.62
2021,data.Saskatchewan,data.Uttering threats [1627],47,342.46
2021,data.Saskatchewan,data.Total other violent violations [180],47,29.89
2021,data.Alberta,data.Total violent Criminal Code violations [100],48,1519.34
2021,data.Alberta,data.Homicide [110],48,2.66
2021,data.Alberta,data.Total other violations causing death [120],48,0.18
2021,data.Alberta,data.Attempted murder [1210],48,1.06
2021,data.Alberta,"data.Sexual assault, level 3, aggravated [1310]",48,0.47
2021,data.Alberta,"data.Sexual assault, level 2, weapon or bodily harm [1320]",48,2.37
2021,data.Alberta,"data.Sexual assault, level 1 [1330]",48,98.61
2021,data.Alberta,data.Total sexual violations against children [130],48,43.01
2021,data.Alberta,"data.Assault, level 3, aggravated [1410]",48,19.59
2021,data.Alberta,"data.Assault, level 2, weapon or bodily harm [1420]",48,251.49
2021,data.Alberta,"data.Assault, level 1 [1430]",48,537.31
2021,data.Alberta,data.Total robbery [160],48,64.94
2021,data.Alberta,data.Uttering threats [1627],48,218.3
2021,data.Alberta,data.Total other violent violations [180],48,21.01
2021,data.British Columbia,data.Total violent Criminal Code violations [100],59,1555.73
2021,data.British Columbia,data.Homicide [110],59,2.39
2021,data.British Columbia,data.Total other violations causing death [120],59,0.27
2021,data.British Columbia,data.Attempted murder [1210],59,1.28
2021,data.British Columbia,"data.Sexual assault, level 3, aggravated [1310]",59,0.13
2021,data.British Columbia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",59,1.07
2021,data.British Columbia,"data.Sexual assault, level 1 [1330]",59,85.03
2021,data.British Columbia,data.Total sexual violations against children [130],59,30.61
2021,data.British Columbia,"data.Assault, level 3, aggravated [1410]",59,6.91
2021,data.British Columbia,"data.Assault, level 2, weapon or bodily harm [1420]",59,203.25
2021,data.British Columbia,"data.Assault, level 1 [1430]",59,531.12
2021,data.British Columbia,data.Total robbery [160],59,52.48
2021,data.British Columbia,data.Uttering threats [1627],59,319.42
2021,data.British Columbia,data.Total other violent violations [180],59,14.83
2021,data.Yukon,data.Total violent Criminal Code violations [100],60,5111.61
2021,data.Yukon,data.Homicide [110],60,9.31
2021,data.Yukon,data.Total other violations causing death [120],60,0.0
2021,data.Yukon,data.Attempted murder [1210],60,2.33
2021,data.Yukon,"data.Sexual assault, level 3, aggravated [1310]",60,0.0
2021,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,4.66
2021,data.Yukon,"data.Sexual assault, level 1 [1330]",60,281.65
2021,data.Yukon,data.Total sexual violations against children [130],60,90.78
2021,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,60.52
2021,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,521.4
2021,data.Yukon,"data.Assault, level 1 [1430]",60,2281.14
2021,data.Yukon,data.Total robbery [160],60,44.23
2021,data.Yukon,data.Uttering threats [1627],60,965.99
2021,data.Yukon,data.Total other violent violations [180],60,44.23
2021,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,12373.54
2021,data.Northwest Territories,data.Homicide [110],61,2.24
2021,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2021,data.Northwest Territories,data.Attempted murder [1210],61,6.73
2021,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,0.0
2021,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,8.97
2021,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,513.69
2021,data.Northwest Territories,data.Total sexual violations against children [130],61,136.84
2021,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,80.76
