"Year","Geography","Source","GeoCode","Value"
1990,"","",,607.907
1991,"","",,603.23
1992,"","",,621.376
1993,"","",,626.533
1994,"","",,648.617
1995,"","",,666.95
1996,"","",,688.359
1997,"","",,704.827
1998,"","",,711.291
1999,"","",,721.214
2000,"","",,748.696
2001,"","",,741.534
2002,"","",,748.752
2003,"","",,767.211
2004,"","",,767.348
2005,"","",,763.017
2006,"","",,759.131
2007,"","",,778.556
2008,"","",,761.206
2009,"","",,717.107
2010,"","",,732.333
2011,"","",,740.2
2012,"","",,744.212
2013,"","",,751.357
2014,"","",,748.409
2015,"","",,743.371
2016,"","",,726.808
2017,"","",,738.815
2018,"","",,749.308
2019,"","",,748.008
2020,"","",,680.926
2021,"","",,691.322
2022,"","",,695.853
2023,"","",,686.881
2024,"","",,684.704
1990,"Alberta","Provincial Inventory Total",48,176.606
1990,"Alberta","Oil and Gas",48,72.556
1990,"Alberta","Transport",48,15.292
1990,"Alberta","Heavy Industry",48,12.792
1990,"Alberta","Light Manufacturing, Construction and Forest Resources",48,6.268
1990,"Alberta","Buildings",48,12.194
1990,"Alberta","Waste",48,2.146
1990,"Alberta","Agriculture",48,14.7
1990,"British Columbia","Provincial Inventory Total",59,50.721
1990,"British Columbia","Oil and Gas",59,7.954
1990,"British Columbia","Transport",59,15.174
1990,"British Columbia","Heavy Industry",59,8.904
1990,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,3.327
1990,"British Columbia","Buildings",59,7.55
1990,"British Columbia","Waste",59,2.654
1990,"British Columbia","Agriculture",59,2.476
1990,"Canada","Oil and Gas",,118.231
1990,"Canada","Transport",,117.749
1990,"Canada","Heavy Industry",,97.624
1990,"Canada","Light Manufacturing, Construction and Forest Resources",,31.456
1990,"Canada","Buildings",,71.574
1990,"Canada","Waste",,21.288
1990,"Canada","Agriculture",,50.958
1990,"Manitoba","Provincial Inventory Total",46,18.349
1990,"Manitoba","Oil and Gas",46,1.562
1990,"Manitoba","Transport",46,4.959
1990,"Manitoba","Heavy Industry",46,1.452
1990,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.772
1990,"Manitoba","Buildings",46,3.109
1990,"Manitoba","Waste",46,0.891
1990,"Manitoba","Agriculture",46,5.08
1990,"New Brunswick","Provincial Inventory Total",13,16.17
1990,"New Brunswick","Oil and Gas",13,1.28
1990,"New Brunswick","Transport",13,3.498
1990,"New Brunswick","Heavy Industry",13,1.812
1990,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.632
1990,"New Brunswick","Buildings",13,1.63
1990,"New Brunswick","Waste",13,0.776
1990,"New Brunswick","Agriculture",13,0.515
1990,"Newfoundland and Labrador","Provincial Inventory Total",10,9.746
1990,"Newfoundland and Labrador","Oil and Gas",10,1.096
1990,"Newfoundland and Labrador","Transport",10,2.693
1990,"Newfoundland and Labrador","Heavy Industry",10,2.2
1990,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.383
1990,"Newfoundland and Labrador","Buildings",10,1.055
1990,"Newfoundland and Labrador","Waste",10,0.6
1990,"Newfoundland and Labrador","Agriculture",10,0.078
1990,"Northwest Territories","Territorial Inventory Total",61,1.793
1990,"Northwest Territories","Oil and Gas",61,0.399
1990,"Northwest Territories","Transport",61,0.526
1990,"Northwest Territories","Heavy Industry",61,0.188
1990,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.073
1990,"Northwest Territories","Buildings",61,0.408
1990,"Northwest Territories","Waste",61,0.04
1990,"Northwest Territories","Agriculture",61,0.002
1990,"Nova Scotia","Provincial Inventory Total",12,19.596
1990,"Nova Scotia","Oil and Gas",12,0.757
1990,"Nova Scotia","Transport",12,4.097
1990,"Nova Scotia","Heavy Industry",12,1.045
1990,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.631
1990,"Nova Scotia","Buildings",12,2.937
1990,"Nova Scotia","Waste",12,0.798
1990,"Nova Scotia","Agriculture",12,0.569
1990,"Ontario","Provincial Inventory Total",35,178.602
1990,"Ontario","Oil and Gas",35,10.755
1990,"Ontario","Transport",35,41.31
1990,"Ontario","Heavy Industry",35,42.263
1990,"Ontario","Light Manufacturing, Construction and Forest Resources",35,12.874
1990,"Ontario","Buildings",35,27.341
1990,"Ontario","Waste",35,7.397
1990,"Ontario","Agriculture",35,10.99
1990,"Prince Edward Island","Provincial Inventory Total",11,1.791
1990,"Prince Edward Island","Oil and Gas",11,0
1990,"Prince Edward Island","Transport",11,0.54
1990,"Prince Edward Island","Heavy Industry",11,0.01
1990,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.133
1990,"Prince Edward Island","Buildings",11,0.574
1990,"Prince Edward Island","Waste",11,0.073
1990,"Prince Edward Island","Agriculture",11,0.357
1990,"Quebec","Provincial Inventory Total",24,84.79
1990,"Quebec","Oil and Gas",24,4.259
1990,"Quebec","Transport",24,24.617
1990,"Quebec","Heavy Industry",24,25.15
1990,"Quebec","Light Manufacturing, Construction and Forest Resources",24,5.546
1990,"Quebec","Buildings",24,11.507
1990,"Quebec","Waste",24,4.9
1990,"Quebec","Agriculture",24,7.282
1990,"Saskatchewan","Provincial Inventory Total",47,49.194
1990,"Saskatchewan","Oil and Gas",47,17.61
1990,"Saskatchewan","Transport",47,4.819
1990,"Saskatchewan","Heavy Industry",47,1.737
1990,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.789
1990,"Saskatchewan","Buildings",47,3.16
1990,"Saskatchewan","Waste",47,0.992
1990,"Saskatchewan","Agriculture",47,8.906
1990,"Yukon","Territorial Inventory Total",60,0.55
1990,"Yukon","Oil and Gas",60,0.003
1990,"Yukon","Transport",60,0.224
1990,"Yukon","Heavy Industry",60,0.071
1990,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.027
1990,"Yukon","Buildings",60,0.11
1990,"Yukon","Waste",60,0.02
1990,"Yukon","Agriculture",60,0.004
1991,"Alberta","Provincial Inventory Total",48,177.45
1991,"Alberta","Oil and Gas",48,73.387
1991,"Alberta","Transport",48,13.883
1991,"Alberta","Heavy Industry",48,13.266
1991,"Alberta","Light Manufacturing, Construction and Forest Resources",48,5.549
1991,"Alberta","Buildings",48,11.951
1991,"Alberta","Waste",48,1.93
1991,"Alberta","Agriculture",48,14.943
1991,"British Columbia","Provincial Inventory Total",59,49.761
1991,"British Columbia","Oil and Gas",59,7.61
1991,"British Columbia","Transport",59,15.155
1991,"British Columbia","Heavy Industry",59,9.191
1991,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.617
1991,"British Columbia","Buildings",59,7.694
1991,"British Columbia","Waste",59,2.519
1991,"British Columbia","Agriculture",59,2.566
1991,"Canada","Oil and Gas",,119.731
1991,"Canada","Transport",,113.146
1991,"Canada","Heavy Industry",,97.423
1991,"Canada","Light Manufacturing, Construction and Forest Resources",,29.09
1991,"Canada","Buildings",,70.938
1991,"Canada","Waste",,21.281
1991,"Canada","Agriculture",,51.078
1991,"Manitoba","Provincial Inventory Total",46,18.006
1991,"Manitoba","Oil and Gas",46,1.672
1991,"Manitoba","Transport",46,4.827
1991,"Manitoba","Heavy Industry",46,1.342
1991,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.696
1991,"Manitoba","Buildings",46,3.031
1991,"Manitoba","Waste",46,0.924
1991,"Manitoba","Agriculture",46,5.124
1991,"New Brunswick","Provincial Inventory Total",13,15.518
1991,"New Brunswick","Oil and Gas",13,1.219
1991,"New Brunswick","Transport",13,3.434
1991,"New Brunswick","Heavy Industry",13,1.754
1991,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.627
1991,"New Brunswick","Buildings",13,1.718
1991,"New Brunswick","Waste",13,0.789
1991,"New Brunswick","Agriculture",13,0.52
1991,"Newfoundland and Labrador","Provincial Inventory Total",10,8.653
1991,"Newfoundland and Labrador","Oil and Gas",10,1.062
1991,"Newfoundland and Labrador","Transport",10,2.645
1991,"Newfoundland and Labrador","Heavy Industry",10,1.631
1991,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.302
1991,"Newfoundland and Labrador","Buildings",10,1.009
1991,"Newfoundland and Labrador","Waste",10,0.613
1991,"Newfoundland and Labrador","Agriculture",10,0.09
1991,"Northwest Territories","Territorial Inventory Total",61,1.764
1991,"Northwest Territories","Oil and Gas",61,0.318
1991,"Northwest Territories","Transport",61,0.486
1991,"Northwest Territories","Heavy Industry",61,0.139
1991,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.048
1991,"Northwest Territories","Buildings",61,0.567
1991,"Northwest Territories","Waste",61,0.041
1991,"Northwest Territories","Agriculture",61,0.009
1991,"Nova Scotia","Provincial Inventory Total",12,19.264
1991,"Nova Scotia","Oil and Gas",12,0.847
1991,"Nova Scotia","Transport",12,3.896
1991,"Nova Scotia","Heavy Industry",12,0.91
1991,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.53
1991,"Nova Scotia","Buildings",12,2.669
1991,"Nova Scotia","Waste",12,0.8
1991,"Nova Scotia","Agriculture",12,0.644
1991,"Ontario","Provincial Inventory Total",35,177.831
1991,"Ontario","Oil and Gas",35,10.084
1991,"Ontario","Transport",35,39.592
1991,"Ontario","Heavy Industry",35,42.293
1991,"Ontario","Light Manufacturing, Construction and Forest Resources",35,12.464
1991,"Ontario","Buildings",35,27.58
1991,"Ontario","Waste",35,7.692
1991,"Ontario","Agriculture",35,10.835
1991,"Prince Edward Island","Provincial Inventory Total",11,1.74
1991,"Prince Edward Island","Oil and Gas",11,0
1991,"Prince Edward Island","Transport",11,0.539
1991,"Prince Edward Island","Heavy Industry",11,0.009
1991,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.137
1991,"Prince Edward Island","Buildings",11,0.537
1991,"Prince Edward Island","Waste",11,0.075
1991,"Prince Edward Island","Agriculture",11,0.349
1991,"Quebec","Provincial Inventory Total",24,80.158
1991,"Quebec","Oil and Gas",24,3.674
1991,"Quebec","Transport",24,23.312
1991,"Quebec","Heavy Industry",24,25.049
1991,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.804
1991,"Quebec","Buildings",24,10.802
1991,"Quebec","Waste",24,4.845
1991,"Quebec","Agriculture",24,7.145
1991,"Saskatchewan","Provincial Inventory Total",47,52.574
1991,"Saskatchewan","Oil and Gas",47,19.852
1991,"Saskatchewan","Transport",47,5.157
1991,"Saskatchewan","Heavy Industry",47,1.764
1991,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,1.29
1991,"Saskatchewan","Buildings",47,3.28
1991,"Saskatchewan","Waste",47,1.03
1991,"Saskatchewan","Agriculture",47,8.846
1991,"Yukon","Territorial Inventory Total",60,0.512
1991,"Yukon","Oil and Gas",60,0.007
1991,"Yukon","Transport",60,0.219
1991,"Yukon","Heavy Industry",60,0.075
1991,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.026
1991,"Yukon","Buildings",60,0.101
1991,"Yukon","Waste",60,0.021
1991,"Yukon","Agriculture",60,0.007
1992,"Alberta","Provincial Inventory Total",48,185.104
1992,"Alberta","Oil and Gas",48,78.225
1992,"Alberta","Transport",48,13.999
1992,"Alberta","Heavy Industry",48,13.002
1992,"Alberta","Light Manufacturing, Construction and Forest Resources",48,5.203
1992,"Alberta","Buildings",48,11.387
1992,"Alberta","Waste",48,2.018
1992,"Alberta","Agriculture",48,15.559
1992,"British Columbia","Provincial Inventory Total",59,48.798
1992,"British Columbia","Oil and Gas",59,6.906
1992,"British Columbia","Transport",59,15.481
1992,"British Columbia","Heavy Industry",59,8.388
1992,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.648
1992,"British Columbia","Buildings",59,7.734
1992,"British Columbia","Waste",59,2.56
1992,"British Columbia","Agriculture",59,2.674
1992,"Canada","Oil and Gas",,129.324
1992,"Canada","Transport",,115.171
1992,"Canada","Heavy Industry",,94.77
1992,"Canada","Light Manufacturing, Construction and Forest Resources",,28.399
1992,"Canada","Buildings",,72.802
1992,"Canada","Waste",,21.381
1992,"Canada","Agriculture",,53.368
1992,"Manitoba","Provincial Inventory Total",46,18.336
1992,"Manitoba","Oil and Gas",46,1.902
1992,"Manitoba","Transport",46,4.864
1992,"Manitoba","Heavy Industry",46,1.179
1992,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.585
1992,"Manitoba","Buildings",46,3.004
1992,"Manitoba","Waste",46,0.957
1992,"Manitoba","Agriculture",46,5.452
1992,"New Brunswick","Provincial Inventory Total",13,16.278
1992,"New Brunswick","Oil and Gas",13,1.306
1992,"New Brunswick","Transport",13,3.522
1992,"New Brunswick","Heavy Industry",13,1.681
1992,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.636
1992,"New Brunswick","Buildings",13,1.585
1992,"New Brunswick","Waste",13,0.817
1992,"New Brunswick","Agriculture",13,0.548
1992,"Newfoundland and Labrador","Provincial Inventory Total",10,8.573
1992,"Newfoundland and Labrador","Oil and Gas",10,0.896
1992,"Newfoundland and Labrador","Transport",10,2.663
1992,"Newfoundland and Labrador","Heavy Industry",10,1.515
1992,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.236
1992,"Newfoundland and Labrador","Buildings",10,1.021
1992,"Newfoundland and Labrador","Waste",10,0.627
1992,"Newfoundland and Labrador","Agriculture",10,0.112
1992,"Northwest Territories","Territorial Inventory Total",61,1.578
1992,"Northwest Territories","Oil and Gas",61,0.231
1992,"Northwest Territories","Transport",61,0.498
1992,"Northwest Territories","Heavy Industry",61,0.073
1992,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.044
1992,"Northwest Territories","Buildings",61,0.551
1992,"Northwest Territories","Waste",61,0.042
1992,"Northwest Territories","Agriculture",61,0.012
1992,"Nova Scotia","Provincial Inventory Total",12,19.621
1992,"Nova Scotia","Oil and Gas",12,0.809
1992,"Nova Scotia","Transport",12,4.003
1992,"Nova Scotia","Heavy Industry",12,0.841
1992,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.524
1992,"Nova Scotia","Buildings",12,2.946
1992,"Nova Scotia","Waste",12,0.805
1992,"Nova Scotia","Agriculture",12,0.701
1992,"Ontario","Provincial Inventory Total",35,181.662
1992,"Ontario","Oil and Gas",35,11.646
1992,"Ontario","Transport",35,40.23
1992,"Ontario","Heavy Industry",35,43.35
1992,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.41
1992,"Ontario","Buildings",35,29.39
1992,"Ontario","Waste",35,7.585
1992,"Ontario","Agriculture",35,11.17
1992,"Prince Edward Island","Provincial Inventory Total",11,1.723
1992,"Prince Edward Island","Oil and Gas",11,0
1992,"Prince Edward Island","Transport",11,0.53
1992,"Prince Edward Island","Heavy Industry",11,0.009
1992,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.138
1992,"Prince Edward Island","Buildings",11,0.553
1992,"Prince Edward Island","Waste",11,0.077
1992,"Prince Edward Island","Agriculture",11,0.364
1992,"Quebec","Provincial Inventory Total",24,80.236
1992,"Quebec","Oil and Gas",24,3.705
1992,"Quebec","Transport",24,23.878
1992,"Quebec","Heavy Industry",24,23.234
1992,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.893
1992,"Quebec","Buildings",24,11.452
1992,"Quebec","Waste",24,4.803
1992,"Quebec","Agriculture",24,7.315
1992,"Saskatchewan","Provincial Inventory Total",47,58.849
1992,"Saskatchewan","Oil and Gas",47,23.533
1992,"Saskatchewan","Transport",47,5.282
1992,"Saskatchewan","Heavy Industry",47,1.461
1992,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,2.057
1992,"Saskatchewan","Buildings",47,3.092
1992,"Saskatchewan","Waste",47,1.069
1992,"Saskatchewan","Agriculture",47,9.451
1992,"Yukon","Territorial Inventory Total",60,0.618
1992,"Yukon","Oil and Gas",60,0.165
1992,"Yukon","Transport",60,0.222
1992,"Yukon","Heavy Industry",60,0.036
1992,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.025
1992,"Yukon","Buildings",60,0.087
1992,"Yukon","Waste",60,0.021
1992,"Yukon","Agriculture",60,0.012
1993,"Alberta","Provincial Inventory Total",48,191.187
1993,"Alberta","Oil and Gas",48,82.416
1993,"Alberta","Transport",48,14.315
1993,"Alberta","Heavy Industry",48,13.11
1993,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.398
1993,"Alberta","Buildings",48,12.071
1993,"Alberta","Waste",48,2.096
1993,"Alberta","Agriculture",48,16.4
1993,"British Columbia","Provincial Inventory Total",59,51.596
1993,"British Columbia","Oil and Gas",59,6.55
1993,"British Columbia","Transport",59,15.884
1993,"British Columbia","Heavy Industry",59,8.462
1993,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.877
1993,"British Columbia","Buildings",59,8.667
1993,"British Columbia","Waste",59,2.577
1993,"British Columbia","Agriculture",59,2.68
1993,"Canada","Oil and Gas",,138.118
1993,"Canada","Transport",,118.124
1993,"Canada","Heavy Industry",,94.274
1993,"Canada","Light Manufacturing, Construction and Forest Resources",,25.61
1993,"Canada","Buildings",,76.412
1993,"Canada","Waste",,21.652
1993,"Canada","Agriculture",,54.848
1993,"Manitoba","Provincial Inventory Total",46,18.36
1993,"Manitoba","Oil and Gas",46,1.963
1993,"Manitoba","Transport",46,4.835
1993,"Manitoba","Heavy Industry",46,1.139
1993,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.535
1993,"Manitoba","Buildings",46,3.069
1993,"Manitoba","Waste",46,0.99
1993,"Manitoba","Agriculture",46,5.526
1993,"New Brunswick","Provincial Inventory Total",13,15.525
1993,"New Brunswick","Oil and Gas",13,1.51
1993,"New Brunswick","Transport",13,3.606
1993,"New Brunswick","Heavy Industry",13,1.741
1993,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.597
1993,"New Brunswick","Buildings",13,1.496
1993,"New Brunswick","Waste",13,0.83
1993,"New Brunswick","Agriculture",13,0.544
1993,"Newfoundland and Labrador","Provincial Inventory Total",10,8.742
1993,"Newfoundland and Labrador","Oil and Gas",10,1.096
1993,"Newfoundland and Labrador","Transport",10,2.74
1993,"Newfoundland and Labrador","Heavy Industry",10,1.524
1993,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.229
1993,"Newfoundland and Labrador","Buildings",10,1.042
1993,"Newfoundland and Labrador","Waste",10,0.64
1993,"Newfoundland and Labrador","Agriculture",10,0.106
1993,"Northwest Territories","Territorial Inventory Total",61,1.879
1993,"Northwest Territories","Oil and Gas",61,0.262
1993,"Northwest Territories","Transport",61,0.58
1993,"Northwest Territories","Heavy Industry",61,0.173
1993,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.039
1993,"Northwest Territories","Buildings",61,0.643
1993,"Northwest Territories","Waste",61,0.043
1993,"Northwest Territories","Agriculture",61,0.002
1993,"Nova Scotia","Provincial Inventory Total",12,19.637
1993,"Nova Scotia","Oil and Gas",12,0.954
1993,"Nova Scotia","Transport",12,4.103
1993,"Nova Scotia","Heavy Industry",12,0.867
1993,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.492
1993,"Nova Scotia","Buildings",12,2.8
1993,"Nova Scotia","Waste",12,0.812
1993,"Nova Scotia","Agriculture",12,0.617
1993,"Ontario","Provincial Inventory Total",35,172.53
1993,"Ontario","Oil and Gas",35,12.075
1993,"Ontario","Transport",35,41.071
1993,"Ontario","Heavy Industry",35,40.986
1993,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.094
1993,"Ontario","Buildings",35,30.646
1993,"Ontario","Waste",35,7.727
1993,"Ontario","Agriculture",35,11.203
1993,"Prince Edward Island","Provincial Inventory Total",11,1.729
1993,"Prince Edward Island","Oil and Gas",11,0
1993,"Prince Edward Island","Transport",11,0.537
1993,"Prince Edward Island","Heavy Industry",11,0.008
1993,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.141
1993,"Prince Edward Island","Buildings",11,0.531
1993,"Prince Edward Island","Waste",11,0.079
1993,"Prince Edward Island","Agriculture",11,0.357
1993,"Quebec","Provincial Inventory Total",24,81.395
1993,"Quebec","Oil and Gas",24,3.897
1993,"Quebec","Transport",24,24.856
1993,"Quebec","Heavy Industry",24,23.939
1993,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.55
1993,"Quebec","Buildings",24,11.745
1993,"Quebec","Waste",24,4.728
1993,"Quebec","Agriculture",24,7.389
1993,"Saskatchewan","Provincial Inventory Total",47,63.435
1993,"Saskatchewan","Oil and Gas",47,27.279
1993,"Saskatchewan","Transport",47,5.397
1993,"Saskatchewan","Heavy Industry",47,2.308
1993,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.634
1993,"Saskatchewan","Buildings",47,3.6
1993,"Saskatchewan","Waste",47,1.107
1993,"Saskatchewan","Agriculture",47,10.017
1993,"Yukon","Territorial Inventory Total",60,0.517
1993,"Yukon","Oil and Gas",60,0.116
1993,"Yukon","Transport",60,0.2
1993,"Yukon","Heavy Industry",60,0.016
1993,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.025
1993,"Yukon","Buildings",60,0.1
1993,"Yukon","Waste",60,0.022
1993,"Yukon","Agriculture",60,0.008
1994,"Alberta","Provincial Inventory Total",48,200.908
1994,"Alberta","Oil and Gas",48,84.308
1994,"Alberta","Transport",48,15.988
1994,"Alberta","Heavy Industry",48,14.948
1994,"Alberta","Light Manufacturing, Construction and Forest Resources",48,3.993
1994,"Alberta","Buildings",48,12.833
1994,"Alberta","Waste",48,2.211
1994,"Alberta","Agriculture",48,17.048
1994,"British Columbia","Provincial Inventory Total",59,54.318
1994,"British Columbia","Oil and Gas",59,8.696
1994,"British Columbia","Transport",59,16.674
1994,"British Columbia","Heavy Industry",59,8.697
1994,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.97
1994,"British Columbia","Buildings",59,8.225
1994,"British Columbia","Waste",59,2.662
1994,"British Columbia","Agriculture",59,2.599
1994,"Canada","Oil and Gas",,143.874
1994,"Canada","Transport",,124.226
1994,"Canada","Heavy Industry",,99.874
1994,"Canada","Light Manufacturing, Construction and Forest Resources",,26.03
1994,"Canada","Buildings",,76.795
1994,"Canada","Waste",,22.055
1994,"Canada","Agriculture",,56.331
1994,"Manitoba","Provincial Inventory Total",46,18.886
1994,"Manitoba","Oil and Gas",46,1.863
1994,"Manitoba","Transport",46,5.08
1994,"Manitoba","Heavy Industry",46,1.055
1994,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.674
1994,"Manitoba","Buildings",46,2.908
1994,"Manitoba","Waste",46,1.024
1994,"Manitoba","Agriculture",46,5.966
1994,"New Brunswick","Provincial Inventory Total",13,17.001
1994,"New Brunswick","Oil and Gas",13,1.56
1994,"New Brunswick","Transport",13,3.772
1994,"New Brunswick","Heavy Industry",13,1.724
1994,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.734
1994,"New Brunswick","Buildings",13,1.444
1994,"New Brunswick","Waste",13,0.858
1994,"New Brunswick","Agriculture",13,0.549
1994,"Newfoundland and Labrador","Provincial Inventory Total",10,7.86
1994,"Newfoundland and Labrador","Oil and Gas",10,0.491
1994,"Newfoundland and Labrador","Transport",10,2.737
1994,"Newfoundland and Labrador","Heavy Industry",10,1.896
1994,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.252
1994,"Newfoundland and Labrador","Buildings",10,0.995
1994,"Newfoundland and Labrador","Waste",10,0.654
1994,"Newfoundland and Labrador","Agriculture",10,0.107
1994,"Northwest Territories","Territorial Inventory Total",61,2.046
1994,"Northwest Territories","Oil and Gas",61,0.235
1994,"Northwest Territories","Transport",61,0.599
1994,"Northwest Territories","Heavy Industry",61,0.306
1994,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.027
1994,"Northwest Territories","Buildings",61,0.693
1994,"Northwest Territories","Waste",61,0.045
1994,"Northwest Territories","Agriculture",61,0.002
1994,"Nova Scotia","Provincial Inventory Total",12,19.074
1994,"Nova Scotia","Oil and Gas",12,0.63
1994,"Nova Scotia","Transport",12,4.221
1994,"Nova Scotia","Heavy Industry",12,1.015
1994,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.539
1994,"Nova Scotia","Buildings",12,2.605
1994,"Nova Scotia","Waste",12,0.822
1994,"Nova Scotia","Agriculture",12,0.625
1994,"Ontario","Provincial Inventory Total",35,174.416
1994,"Ontario","Oil and Gas",35,11.682
1994,"Ontario","Transport",35,42.601
1994,"Ontario","Heavy Industry",35,42.943
1994,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.289
1994,"Ontario","Buildings",35,31.476
1994,"Ontario","Waste",35,7.846
1994,"Ontario","Agriculture",35,11.155
1994,"Prince Edward Island","Provincial Inventory Total",11,1.749
1994,"Prince Edward Island","Oil and Gas",11,0
1994,"Prince Edward Island","Transport",11,0.571
1994,"Prince Edward Island","Heavy Industry",11,0.007
1994,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.146
1994,"Prince Edward Island","Buildings",11,0.515
1994,"Prince Edward Island","Waste",11,0.081
1994,"Prince Edward Island","Agriculture",11,0.369
1994,"Quebec","Provincial Inventory Total",24,83.381
1994,"Quebec","Oil and Gas",24,4.195
1994,"Quebec","Transport",24,26.08
1994,"Quebec","Heavy Industry",24,24.498
1994,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.471
1994,"Quebec","Buildings",24,11.621
1994,"Quebec","Waste",24,4.684
1994,"Quebec","Agriculture",24,7.347
1994,"Saskatchewan","Provincial Inventory Total",47,68.466
1994,"Saskatchewan","Oil and Gas",47,30.107
1994,"Saskatchewan","Transport",47,5.718
1994,"Saskatchewan","Heavy Industry",47,2.767
1994,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.894
1994,"Saskatchewan","Buildings",47,3.372
1994,"Saskatchewan","Waste",47,1.146
1994,"Saskatchewan","Agriculture",47,10.555
1994,"Yukon","Territorial Inventory Total",60,0.514
1994,"Yukon","Oil and Gas",60,0.105
1994,"Yukon","Transport",60,0.186
1994,"Yukon","Heavy Industry",60,0.019
1994,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.041
1994,"Yukon","Buildings",60,0.106
1994,"Yukon","Waste",60,0.022
1994,"Yukon","Agriculture",60,0.008
1995,"Alberta","Provincial Inventory Total",48,206.392
1995,"Alberta","Oil and Gas",48,86.474
1995,"Alberta","Transport",48,16.307
1995,"Alberta","Heavy Industry",48,15.082
1995,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.892
1995,"Alberta","Buildings",48,14.113
1995,"Alberta","Waste",48,2.333
1995,"Alberta","Agriculture",48,18.015
1995,"British Columbia","Provincial Inventory Total",59,58.172
1995,"British Columbia","Oil and Gas",59,10.324
1995,"British Columbia","Transport",59,17.439
1995,"British Columbia","Heavy Industry",59,8.729
1995,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,3.892
1995,"British Columbia","Buildings",59,8.355
1995,"British Columbia","Waste",59,2.787
1995,"British Columbia","Agriculture",59,2.656
1995,"Canada","Oil and Gas",,150.976
1995,"Canada","Transport",,126.339
1995,"Canada","Heavy Industry",,100.761
1995,"Canada","Light Manufacturing, Construction and Forest Resources",,28.058
1995,"Canada","Buildings",,77.569
1995,"Canada","Waste",,22.028
1995,"Canada","Agriculture",,58.851
1995,"Manitoba","Provincial Inventory Total",46,19.526
1995,"Manitoba","Oil and Gas",46,1.929
1995,"Manitoba","Transport",46,5.227
1995,"Manitoba","Heavy Industry",46,1.139
1995,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.733
1995,"Manitoba","Buildings",46,3.122
1995,"Manitoba","Waste",46,1.058
1995,"Manitoba","Agriculture",46,6.117
1995,"New Brunswick","Provincial Inventory Total",13,17.506
