Year,Géographie,Source,GeoCode,Value
1990,,,,607.907
1991,,,,603.23
1992,,,,621.376
1993,,,,626.533
1994,,,,648.617
1995,,,,666.95
1996,,,,688.359
1997,,,,704.827
1998,,,,711.291
1999,,,,721.214
2000,,,,748.696
2001,,,,741.534
2002,,,,748.752
2003,,,,767.211
2004,,,,767.348
2005,,,,763.017
2006,,,,759.131
2007,,,,778.556
2008,,,,761.206
2009,,,,717.107
2010,,,,732.333
2011,,,,740.2
2012,,,,744.212
2013,,,,751.357
2014,,,,748.409
2015,,,,743.371
2016,,,,726.808
2017,,,,738.815
2018,,,,749.308
2019,,,,748.008
2020,,,,680.926
2021,,,,691.322
2022,,,,695.853
2023,,,,686.881
2024,,,,684.704
1990,Alberta,Inventaire provincial,48,176.606
1990,Alberta,Exploitation pétrolière et gazière,48,72.556
1990,Alberta,Transports,48,15.292
1990,Alberta,Industrie lourde,48,12.792
1990,Alberta,"Fabrication légère, construction et ressources forestières",48,6.268
1990,Alberta,Bâtiments,48,12.194
1990,Alberta,Déchets et autres,48,2.146
1990,Alberta,Agriculture,48,14.7
1990,Colombie-Britannique,Inventaire provincial,59,50.721
1990,Colombie-Britannique,Exploitation pétrolière et gazière,59,7.954
1990,Colombie-Britannique,Transports,59,15.174
1990,Colombie-Britannique,Industrie lourde,59,8.904
1990,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,3.327
1990,Colombie-Britannique,Bâtiments,59,7.55
1990,Colombie-Britannique,Déchets et autres,59,2.654
1990,Colombie-Britannique,Agriculture,59,2.476
1990,Canada,Exploitation pétrolière et gazière,,118.231
1990,Canada,Transports,,117.749
1990,Canada,Industrie lourde,,97.624
1990,Canada,"Fabrication légère, construction et ressources forestières",,31.456
1990,Canada,Bâtiments,,71.574
1990,Canada,Déchets et autres,,21.288
1990,Canada,Agriculture,,50.958
1990,Manitoba,Inventaire provincial,46,18.349
1990,Manitoba,Exploitation pétrolière et gazière,46,1.562
1990,Manitoba,Transports,46,4.959
1990,Manitoba,Industrie lourde,46,1.452
1990,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.772
1990,Manitoba,Bâtiments,46,3.109
1990,Manitoba,Déchets et autres,46,0.891
1990,Manitoba,Agriculture,46,5.08
1990,Nouveau-Brunswick,Inventaire provincial,13,16.17
1990,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.28
1990,Nouveau-Brunswick,Transports,13,3.498
1990,Nouveau-Brunswick,Industrie lourde,13,1.812
1990,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.632
1990,Nouveau-Brunswick,Bâtiments,13,1.63
1990,Nouveau-Brunswick,Déchets et autres,13,0.776
1990,Nouveau-Brunswick,Agriculture,13,0.515
1990,Terre-Neuve-et-Labrador,Inventaire provincial,10,9.746
1990,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.096
1990,Terre-Neuve-et-Labrador,Transports,10,2.693
1990,Terre-Neuve-et-Labrador,Industrie lourde,10,2.2
1990,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.383
1990,Terre-Neuve-et-Labrador,Bâtiments,10,1.055
1990,Terre-Neuve-et-Labrador,Déchets et autres,10,0.6
1990,Terre-Neuve-et-Labrador,Agriculture,10,0.078
1990,Territoires du Nord-Ouest,Inventaire territorial,61,1.793
1990,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.399
1990,Territoires du Nord-Ouest,Transports,61,0.526
1990,Territoires du Nord-Ouest,Industrie lourde,61,0.188
1990,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.073
1990,Territoires du Nord-Ouest,Bâtiments,61,0.408
1990,Territoires du Nord-Ouest,Déchets et autres,61,0.04
1990,Territoires du Nord-Ouest,Agriculture,61,0.002
1990,Nouvelle-Écosse,Inventaire provincial,12,19.596
1990,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.757
1990,Nouvelle-Écosse,Transports,12,4.097
1990,Nouvelle-Écosse,Industrie lourde,12,1.045
1990,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.631
1990,Nouvelle-Écosse,Bâtiments,12,2.937
1990,Nouvelle-Écosse,Déchets et autres,12,0.798
1990,Nouvelle-Écosse,Agriculture,12,0.569
1990,Ontario,Inventaire provincial,35,178.602
1990,Ontario,Exploitation pétrolière et gazière,35,10.755
1990,Ontario,Transports,35,41.31
1990,Ontario,Industrie lourde,35,42.263
1990,Ontario,"Fabrication légère, construction et ressources forestières",35,12.874
1990,Ontario,Bâtiments,35,27.341
1990,Ontario,Déchets et autres,35,7.397
1990,Ontario,Agriculture,35,10.99
1990,Île-du-Prince-Édouard,Inventaire provincial,11,1.791
1990,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1990,Île-du-Prince-Édouard,Transports,11,0.54
1990,Île-du-Prince-Édouard,Industrie lourde,11,0.01
1990,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.133
1990,Île-du-Prince-Édouard,Bâtiments,11,0.574
1990,Île-du-Prince-Édouard,Déchets et autres,11,0.073
1990,Île-du-Prince-Édouard,Agriculture,11,0.357
1990,Québec,Inventaire provincial,24,84.79
1990,Québec,Exploitation pétrolière et gazière,24,4.259
1990,Québec,Transports,24,24.617
1990,Québec,Industrie lourde,24,25.15
1990,Québec,"Fabrication légère, construction et ressources forestières",24,5.546
1990,Québec,Bâtiments,24,11.507
1990,Québec,Déchets et autres,24,4.9
1990,Québec,Agriculture,24,7.282
1990,Saskatchewan,Inventaire provincial,47,49.194
1990,Saskatchewan,Exploitation pétrolière et gazière,47,17.61
1990,Saskatchewan,Transports,47,4.819
1990,Saskatchewan,Industrie lourde,47,1.737
1990,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.789
1990,Saskatchewan,Bâtiments,47,3.16
1990,Saskatchewan,Déchets et autres,47,0.992
1990,Saskatchewan,Agriculture,47,8.906
1990,Yukon,Inventaire territorial,60,0.55
1990,Yukon,Exploitation pétrolière et gazière,60,0.003
1990,Yukon,Transports,60,0.224
1990,Yukon,Industrie lourde,60,0.071
1990,Yukon,"Fabrication légère, construction et ressources forestières",60,0.027
1990,Yukon,Bâtiments,60,0.11
1990,Yukon,Déchets et autres,60,0.02
1990,Yukon,Agriculture,60,0.004
1991,Alberta,Inventaire provincial,48,177.45
1991,Alberta,Exploitation pétrolière et gazière,48,73.387
1991,Alberta,Transports,48,13.883
1991,Alberta,Industrie lourde,48,13.266
1991,Alberta,"Fabrication légère, construction et ressources forestières",48,5.549
1991,Alberta,Bâtiments,48,11.951
1991,Alberta,Déchets et autres,48,1.93
1991,Alberta,Agriculture,48,14.943
1991,Colombie-Britannique,Inventaire provincial,59,49.761
1991,Colombie-Britannique,Exploitation pétrolière et gazière,59,7.61
1991,Colombie-Britannique,Transports,59,15.155
1991,Colombie-Britannique,Industrie lourde,59,9.191
1991,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,2.617
1991,Colombie-Britannique,Bâtiments,59,7.694
1991,Colombie-Britannique,Déchets et autres,59,2.519
1991,Colombie-Britannique,Agriculture,59,2.566
1991,Canada,Exploitation pétrolière et gazière,,119.731
1991,Canada,Transports,,113.146
1991,Canada,Industrie lourde,,97.423
1991,Canada,"Fabrication légère, construction et ressources forestières",,29.09
1991,Canada,Bâtiments,,70.938
1991,Canada,Déchets et autres,,21.281
1991,Canada,Agriculture,,51.078
1991,Manitoba,Inventaire provincial,46,18.006
1991,Manitoba,Exploitation pétrolière et gazière,46,1.672
1991,Manitoba,Transports,46,4.827
1991,Manitoba,Industrie lourde,46,1.342
1991,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.696
1991,Manitoba,Bâtiments,46,3.031
1991,Manitoba,Déchets et autres,46,0.924
1991,Manitoba,Agriculture,46,5.124
1991,Nouveau-Brunswick,Inventaire provincial,13,15.518
1991,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.219
1991,Nouveau-Brunswick,Transports,13,3.434
1991,Nouveau-Brunswick,Industrie lourde,13,1.754
1991,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.627
1991,Nouveau-Brunswick,Bâtiments,13,1.718
1991,Nouveau-Brunswick,Déchets et autres,13,0.789
1991,Nouveau-Brunswick,Agriculture,13,0.52
1991,Terre-Neuve-et-Labrador,Inventaire provincial,10,8.653
1991,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.062
1991,Terre-Neuve-et-Labrador,Transports,10,2.645
1991,Terre-Neuve-et-Labrador,Industrie lourde,10,1.631
1991,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.302
1991,Terre-Neuve-et-Labrador,Bâtiments,10,1.009
1991,Terre-Neuve-et-Labrador,Déchets et autres,10,0.613
1991,Terre-Neuve-et-Labrador,Agriculture,10,0.09
1991,Territoires du Nord-Ouest,Inventaire territorial,61,1.764
1991,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.318
1991,Territoires du Nord-Ouest,Transports,61,0.486
1991,Territoires du Nord-Ouest,Industrie lourde,61,0.139
1991,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.048
1991,Territoires du Nord-Ouest,Bâtiments,61,0.567
1991,Territoires du Nord-Ouest,Déchets et autres,61,0.041
1991,Territoires du Nord-Ouest,Agriculture,61,0.009
1991,Nouvelle-Écosse,Inventaire provincial,12,19.264
1991,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.847
1991,Nouvelle-Écosse,Transports,12,3.896
1991,Nouvelle-Écosse,Industrie lourde,12,0.91
1991,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.53
1991,Nouvelle-Écosse,Bâtiments,12,2.669
1991,Nouvelle-Écosse,Déchets et autres,12,0.8
1991,Nouvelle-Écosse,Agriculture,12,0.644
1991,Ontario,Inventaire provincial,35,177.831
1991,Ontario,Exploitation pétrolière et gazière,35,10.084
1991,Ontario,Transports,35,39.592
1991,Ontario,Industrie lourde,35,42.293
1991,Ontario,"Fabrication légère, construction et ressources forestières",35,12.464
1991,Ontario,Bâtiments,35,27.58
1991,Ontario,Déchets et autres,35,7.692
1991,Ontario,Agriculture,35,10.835
1991,Île-du-Prince-Édouard,Inventaire provincial,11,1.74
1991,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1991,Île-du-Prince-Édouard,Transports,11,0.539
1991,Île-du-Prince-Édouard,Industrie lourde,11,0.009
1991,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.137
1991,Île-du-Prince-Édouard,Bâtiments,11,0.537
1991,Île-du-Prince-Édouard,Déchets et autres,11,0.075
1991,Île-du-Prince-Édouard,Agriculture,11,0.349
1991,Québec,Inventaire provincial,24,80.158
1991,Québec,Exploitation pétrolière et gazière,24,3.674
1991,Québec,Transports,24,23.312
1991,Québec,Industrie lourde,24,25.049
1991,Québec,"Fabrication légère, construction et ressources forestières",24,4.804
1991,Québec,Bâtiments,24,10.802
1991,Québec,Déchets et autres,24,4.845
1991,Québec,Agriculture,24,7.145
1991,Saskatchewan,Inventaire provincial,47,52.574
1991,Saskatchewan,Exploitation pétrolière et gazière,47,19.852
1991,Saskatchewan,Transports,47,5.157
1991,Saskatchewan,Industrie lourde,47,1.764
1991,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,1.29
1991,Saskatchewan,Bâtiments,47,3.28
1991,Saskatchewan,Déchets et autres,47,1.03
1991,Saskatchewan,Agriculture,47,8.846
1991,Yukon,Inventaire territorial,60,0.512
1991,Yukon,Exploitation pétrolière et gazière,60,0.007
1991,Yukon,Transports,60,0.219
1991,Yukon,Industrie lourde,60,0.075
1991,Yukon,"Fabrication légère, construction et ressources forestières",60,0.026
1991,Yukon,Bâtiments,60,0.101
1991,Yukon,Déchets et autres,60,0.021
1991,Yukon,Agriculture,60,0.007
1992,Alberta,Inventaire provincial,48,185.104
1992,Alberta,Exploitation pétrolière et gazière,48,78.225
1992,Alberta,Transports,48,13.999
1992,Alberta,Industrie lourde,48,13.002
1992,Alberta,"Fabrication légère, construction et ressources forestières",48,5.203
1992,Alberta,Bâtiments,48,11.387
1992,Alberta,Déchets et autres,48,2.018
1992,Alberta,Agriculture,48,15.559
1992,Colombie-Britannique,Inventaire provincial,59,48.798
1992,Colombie-Britannique,Exploitation pétrolière et gazière,59,6.906
1992,Colombie-Britannique,Transports,59,15.481
1992,Colombie-Britannique,Industrie lourde,59,8.388
1992,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,2.648
1992,Colombie-Britannique,Bâtiments,59,7.734
1992,Colombie-Britannique,Déchets et autres,59,2.56
1992,Colombie-Britannique,Agriculture,59,2.674
1992,Canada,Exploitation pétrolière et gazière,,129.324
1992,Canada,Transports,,115.171
1992,Canada,Industrie lourde,,94.77
1992,Canada,"Fabrication légère, construction et ressources forestières",,28.399
1992,Canada,Bâtiments,,72.802
1992,Canada,Déchets et autres,,21.381
1992,Canada,Agriculture,,53.368
1992,Manitoba,Inventaire provincial,46,18.336
1992,Manitoba,Exploitation pétrolière et gazière,46,1.902
1992,Manitoba,Transports,46,4.864
1992,Manitoba,Industrie lourde,46,1.179
1992,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.585
1992,Manitoba,Bâtiments,46,3.004
1992,Manitoba,Déchets et autres,46,0.957
1992,Manitoba,Agriculture,46,5.452
1992,Nouveau-Brunswick,Inventaire provincial,13,16.278
1992,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.306
1992,Nouveau-Brunswick,Transports,13,3.522
1992,Nouveau-Brunswick,Industrie lourde,13,1.681
1992,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.636
1992,Nouveau-Brunswick,Bâtiments,13,1.585
1992,Nouveau-Brunswick,Déchets et autres,13,0.817
1992,Nouveau-Brunswick,Agriculture,13,0.548
1992,Terre-Neuve-et-Labrador,Inventaire provincial,10,8.573
1992,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,0.896
1992,Terre-Neuve-et-Labrador,Transports,10,2.663
1992,Terre-Neuve-et-Labrador,Industrie lourde,10,1.515
1992,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.236
1992,Terre-Neuve-et-Labrador,Bâtiments,10,1.021
1992,Terre-Neuve-et-Labrador,Déchets et autres,10,0.627
1992,Terre-Neuve-et-Labrador,Agriculture,10,0.112
1992,Territoires du Nord-Ouest,Inventaire territorial,61,1.578
1992,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.231
1992,Territoires du Nord-Ouest,Transports,61,0.498
1992,Territoires du Nord-Ouest,Industrie lourde,61,0.073
1992,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.044
1992,Territoires du Nord-Ouest,Bâtiments,61,0.551
1992,Territoires du Nord-Ouest,Déchets et autres,61,0.042
1992,Territoires du Nord-Ouest,Agriculture,61,0.012
1992,Nouvelle-Écosse,Inventaire provincial,12,19.621
1992,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.809
1992,Nouvelle-Écosse,Transports,12,4.003
1992,Nouvelle-Écosse,Industrie lourde,12,0.841
1992,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.524
1992,Nouvelle-Écosse,Bâtiments,12,2.946
1992,Nouvelle-Écosse,Déchets et autres,12,0.805
1992,Nouvelle-Écosse,Agriculture,12,0.701
1992,Ontario,Inventaire provincial,35,181.662
1992,Ontario,Exploitation pétrolière et gazière,35,11.646
1992,Ontario,Transports,35,40.23
1992,Ontario,Industrie lourde,35,43.35
1992,Ontario,"Fabrication légère, construction et ressources forestières",35,11.41
1992,Ontario,Bâtiments,35,29.39
1992,Ontario,Déchets et autres,35,7.585
1992,Ontario,Agriculture,35,11.17
1992,Île-du-Prince-Édouard,Inventaire provincial,11,1.723
1992,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1992,Île-du-Prince-Édouard,Transports,11,0.53
1992,Île-du-Prince-Édouard,Industrie lourde,11,0.009
1992,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.138
1992,Île-du-Prince-Édouard,Bâtiments,11,0.553
1992,Île-du-Prince-Édouard,Déchets et autres,11,0.077
1992,Île-du-Prince-Édouard,Agriculture,11,0.364
1992,Québec,Inventaire provincial,24,80.236
1992,Québec,Exploitation pétrolière et gazière,24,3.705
1992,Québec,Transports,24,23.878
1992,Québec,Industrie lourde,24,23.234
1992,Québec,"Fabrication légère, construction et ressources forestières",24,4.893
1992,Québec,Bâtiments,24,11.452
1992,Québec,Déchets et autres,24,4.803
1992,Québec,Agriculture,24,7.315
1992,Saskatchewan,Inventaire provincial,47,58.849
1992,Saskatchewan,Exploitation pétrolière et gazière,47,23.533
1992,Saskatchewan,Transports,47,5.282
1992,Saskatchewan,Industrie lourde,47,1.461
1992,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,2.057
1992,Saskatchewan,Bâtiments,47,3.092
1992,Saskatchewan,Déchets et autres,47,1.069
1992,Saskatchewan,Agriculture,47,9.451
1992,Yukon,Inventaire territorial,60,0.618
1992,Yukon,Exploitation pétrolière et gazière,60,0.165
1992,Yukon,Transports,60,0.222
1992,Yukon,Industrie lourde,60,0.036
1992,Yukon,"Fabrication légère, construction et ressources forestières",60,0.025
1992,Yukon,Bâtiments,60,0.087
1992,Yukon,Déchets et autres,60,0.021
1992,Yukon,Agriculture,60,0.012
1993,Alberta,Inventaire provincial,48,191.187
1993,Alberta,Exploitation pétrolière et gazière,48,82.416
1993,Alberta,Transports,48,14.315
1993,Alberta,Industrie lourde,48,13.11
1993,Alberta,"Fabrication légère, construction et ressources forestières",48,4.398
1993,Alberta,Bâtiments,48,12.071
1993,Alberta,Déchets et autres,48,2.096
1993,Alberta,Agriculture,48,16.4
1993,Colombie-Britannique,Inventaire provincial,59,51.596
1993,Colombie-Britannique,Exploitation pétrolière et gazière,59,6.55
1993,Colombie-Britannique,Transports,59,15.884
1993,Colombie-Britannique,Industrie lourde,59,8.462
1993,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,2.877
1993,Colombie-Britannique,Bâtiments,59,8.667
1993,Colombie-Britannique,Déchets et autres,59,2.577
1993,Colombie-Britannique,Agriculture,59,2.68
1993,Canada,Exploitation pétrolière et gazière,,138.118
1993,Canada,Transports,,118.124
1993,Canada,Industrie lourde,,94.274
1993,Canada,"Fabrication légère, construction et ressources forestières",,25.61
1993,Canada,Bâtiments,,76.412
1993,Canada,Déchets et autres,,21.652
1993,Canada,Agriculture,,54.848
1993,Manitoba,Inventaire provincial,46,18.36
1993,Manitoba,Exploitation pétrolière et gazière,46,1.963
1993,Manitoba,Transports,46,4.835
1993,Manitoba,Industrie lourde,46,1.139
1993,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.535
1993,Manitoba,Bâtiments,46,3.069
1993,Manitoba,Déchets et autres,46,0.99
1993,Manitoba,Agriculture,46,5.526
1993,Nouveau-Brunswick,Inventaire provincial,13,15.525
1993,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.51
1993,Nouveau-Brunswick,Transports,13,3.606
1993,Nouveau-Brunswick,Industrie lourde,13,1.741
1993,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.597
1993,Nouveau-Brunswick,Bâtiments,13,1.496
1993,Nouveau-Brunswick,Déchets et autres,13,0.83
1993,Nouveau-Brunswick,Agriculture,13,0.544
1993,Terre-Neuve-et-Labrador,Inventaire provincial,10,8.742
1993,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.096
1993,Terre-Neuve-et-Labrador,Transports,10,2.74
1993,Terre-Neuve-et-Labrador,Industrie lourde,10,1.524
1993,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.229
1993,Terre-Neuve-et-Labrador,Bâtiments,10,1.042
1993,Terre-Neuve-et-Labrador,Déchets et autres,10,0.64
1993,Terre-Neuve-et-Labrador,Agriculture,10,0.106
1993,Territoires du Nord-Ouest,Inventaire territorial,61,1.879
1993,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.262
1993,Territoires du Nord-Ouest,Transports,61,0.58
1993,Territoires du Nord-Ouest,Industrie lourde,61,0.173
1993,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.039
1993,Territoires du Nord-Ouest,Bâtiments,61,0.643
1993,Territoires du Nord-Ouest,Déchets et autres,61,0.043
1993,Territoires du Nord-Ouest,Agriculture,61,0.002
1993,Nouvelle-Écosse,Inventaire provincial,12,19.637
1993,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.954
1993,Nouvelle-Écosse,Transports,12,4.103
1993,Nouvelle-Écosse,Industrie lourde,12,0.867
1993,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.492
1993,Nouvelle-Écosse,Bâtiments,12,2.8
1993,Nouvelle-Écosse,Déchets et autres,12,0.812
1993,Nouvelle-Écosse,Agriculture,12,0.617
1993,Ontario,Inventaire provincial,35,172.53
1993,Ontario,Exploitation pétrolière et gazière,35,12.075
1993,Ontario,Transports,35,41.071
1993,Ontario,Industrie lourde,35,40.986
1993,Ontario,"Fabrication légère, construction et ressources forestières",35,11.094
1993,Ontario,Bâtiments,35,30.646
1993,Ontario,Déchets et autres,35,7.727
1993,Ontario,Agriculture,35,11.203
1993,Île-du-Prince-Édouard,Inventaire provincial,11,1.729
1993,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1993,Île-du-Prince-Édouard,Transports,11,0.537
1993,Île-du-Prince-Édouard,Industrie lourde,11,0.008
1993,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.141
1993,Île-du-Prince-Édouard,Bâtiments,11,0.531
1993,Île-du-Prince-Édouard,Déchets et autres,11,0.079
1993,Île-du-Prince-Édouard,Agriculture,11,0.357
1993,Québec,Inventaire provincial,24,81.395
1993,Québec,Exploitation pétrolière et gazière,24,3.897
1993,Québec,Transports,24,24.856
1993,Québec,Industrie lourde,24,23.939
1993,Québec,"Fabrication légère, construction et ressources forestières",24,4.55
1993,Québec,Bâtiments,24,11.745
1993,Québec,Déchets et autres,24,4.728
1993,Québec,Agriculture,24,7.389
1993,Saskatchewan,Inventaire provincial,47,63.435
1993,Saskatchewan,Exploitation pétrolière et gazière,47,27.279
1993,Saskatchewan,Transports,47,5.397
1993,Saskatchewan,Industrie lourde,47,2.308
1993,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.634
1993,Saskatchewan,Bâtiments,47,3.6
1993,Saskatchewan,Déchets et autres,47,1.107
1993,Saskatchewan,Agriculture,47,10.017
1993,Yukon,Inventaire territorial,60,0.517
1993,Yukon,Exploitation pétrolière et gazière,60,0.116
1993,Yukon,Transports,60,0.2
1993,Yukon,Industrie lourde,60,0.016
1993,Yukon,"Fabrication légère, construction et ressources forestières",60,0.025
1993,Yukon,Bâtiments,60,0.1
1993,Yukon,Déchets et autres,60,0.022
1993,Yukon,Agriculture,60,0.008
1994,Alberta,Inventaire provincial,48,200.908
1994,Alberta,Exploitation pétrolière et gazière,48,84.308
1994,Alberta,Transports,48,15.988
1994,Alberta,Industrie lourde,48,14.948
1994,Alberta,"Fabrication légère, construction et ressources forestières",48,3.993
1994,Alberta,Bâtiments,48,12.833
1994,Alberta,Déchets et autres,48,2.211
1994,Alberta,Agriculture,48,17.048
1994,Colombie-Britannique,Inventaire provincial,59,54.318
1994,Colombie-Britannique,Exploitation pétrolière et gazière,59,8.696
1994,Colombie-Britannique,Transports,59,16.674
1994,Colombie-Britannique,Industrie lourde,59,8.697
1994,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,2.97
1994,Colombie-Britannique,Bâtiments,59,8.225
1994,Colombie-Britannique,Déchets et autres,59,2.662
1994,Colombie-Britannique,Agriculture,59,2.599
1994,Canada,Exploitation pétrolière et gazière,,143.874
1994,Canada,Transports,,124.226
1994,Canada,Industrie lourde,,99.874
1994,Canada,"Fabrication légère, construction et ressources forestières",,26.03
1994,Canada,Bâtiments,,76.795
1994,Canada,Déchets et autres,,22.055
1994,Canada,Agriculture,,56.331
1994,Manitoba,Inventaire provincial,46,18.886
1994,Manitoba,Exploitation pétrolière et gazière,46,1.863
1994,Manitoba,Transports,46,5.08
1994,Manitoba,Industrie lourde,46,1.055
1994,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.674
1994,Manitoba,Bâtiments,46,2.908
1994,Manitoba,Déchets et autres,46,1.024
1994,Manitoba,Agriculture,46,5.966
1994,Nouveau-Brunswick,Inventaire provincial,13,17.001
1994,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.56
1994,Nouveau-Brunswick,Transports,13,3.772
1994,Nouveau-Brunswick,Industrie lourde,13,1.724
1994,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.734
1994,Nouveau-Brunswick,Bâtiments,13,1.444
1994,Nouveau-Brunswick,Déchets et autres,13,0.858
1994,Nouveau-Brunswick,Agriculture,13,0.549
1994,Terre-Neuve-et-Labrador,Inventaire provincial,10,7.86
1994,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,0.491
1994,Terre-Neuve-et-Labrador,Transports,10,2.737
1994,Terre-Neuve-et-Labrador,Industrie lourde,10,1.896
1994,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.252
1994,Terre-Neuve-et-Labrador,Bâtiments,10,0.995
1994,Terre-Neuve-et-Labrador,Déchets et autres,10,0.654
1994,Terre-Neuve-et-Labrador,Agriculture,10,0.107
1994,Territoires du Nord-Ouest,Inventaire territorial,61,2.046
1994,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.235
1994,Territoires du Nord-Ouest,Transports,61,0.599
1994,Territoires du Nord-Ouest,Industrie lourde,61,0.306
1994,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.027
1994,Territoires du Nord-Ouest,Bâtiments,61,0.693
1994,Territoires du Nord-Ouest,Déchets et autres,61,0.045
1994,Territoires du Nord-Ouest,Agriculture,61,0.002
1994,Nouvelle-Écosse,Inventaire provincial,12,19.074
1994,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.63
1994,Nouvelle-Écosse,Transports,12,4.221
1994,Nouvelle-Écosse,Industrie lourde,12,1.015
1994,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.539
1994,Nouvelle-Écosse,Bâtiments,12,2.605
1994,Nouvelle-Écosse,Déchets et autres,12,0.822
1994,Nouvelle-Écosse,Agriculture,12,0.625
1994,Ontario,Inventaire provincial,35,174.416
1994,Ontario,Exploitation pétrolière et gazière,35,11.682
1994,Ontario,Transports,35,42.601
1994,Ontario,Industrie lourde,35,42.943
1994,Ontario,"Fabrication légère, construction et ressources forestières",35,11.289
1994,Ontario,Bâtiments,35,31.476
1994,Ontario,Déchets et autres,35,7.846
1994,Ontario,Agriculture,35,11.155
1994,Île-du-Prince-Édouard,Inventaire provincial,11,1.749
1994,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1994,Île-du-Prince-Édouard,Transports,11,0.571
1994,Île-du-Prince-Édouard,Industrie lourde,11,0.007
1994,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.146
1994,Île-du-Prince-Édouard,Bâtiments,11,0.515
1994,Île-du-Prince-Édouard,Déchets et autres,11,0.081
1994,Île-du-Prince-Édouard,Agriculture,11,0.369
1994,Québec,Inventaire provincial,24,83.381
1994,Québec,Exploitation pétrolière et gazière,24,4.195
1994,Québec,Transports,24,26.08
1994,Québec,Industrie lourde,24,24.498
1994,Québec,"Fabrication légère, construction et ressources forestières",24,4.471
